ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,"Review


Incomplete data"
34-224,28/03/2023 21:43:10,https://twitter.com/Paps_Caloy/status/1517337354578821122,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@Paps_Caloy,Paps Caloy,"Laban para sa Bayan 👊
",Anonymous,01/18,1713,13600,"Pampanga, Philippines",Oh tapos sasabihin niyo redtag?,"Oh then you will say redtag?","Text, Image",22/04/22 10:59,https://drive.google.com/file/d/1lfPiRhQT2S4Fjo0gFrVNpQQ4s3lNLdLY/view?usp=share_link,Rational,738,70,267,72,,FAKE,"Vice President Robredo already stated that she has never been in contact with Joma Sison who is self-exiled in the Netherlands. “There is no truth to the claims that Jose Maria Sison is my personal or campaign adviser. I have never talked to him in any capacity.”

[https://www.tsek.ph/false-joma-sison-admits-to-advising-leni-robredo/]",Tweet included a picture featuring only a snippet of a web article,Inquisitive-Lion,OK
34-225,28/03/2023 21:59:22,https://twitter.com/BBM12309/status/1511190199669166083,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@BBM12309,BBM/SARA2022 lang,None,Anonymous,11/21,612,523,Unspecified,Yung style po ni Leni.. NPA Na NPA talaga. Hindi welga ang ginagawa sa  harapan ng establishment kung may  ayaw sila kundi spreading bad leaflet. Lumang style na yan pero pang bundok pa din.,Leni's style.. NPA Really NPA. What they do in front of the establishment is not a strike if they don't like something but spreading bad leaflets. That's an old style but it's still a mountain.,"Tweet, Reply (Quote Tweet)",05/04/22 11:53,https://drive.google.com/file/d/1mbDfM_dq-9046L7oJkdq6HwxKnfnzpMM/view?usp=share_link,Rational,3,0,1,0,,UNPROVEN,Claims with no evidence with derogatory remarks,Tweet is a quote tweet with the quoted tweet having an image,Inquisitive-Lion,OK
34-226,30/03/2023 00:27:18,https://twitter.com/Lumamberz/status/1513513997110169600,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@Lumamberz,Assassin,"Big Fan of all RPG FINAL FANTASY GAMES (Square Enix)
#bigfanofgamessince2001
Job:
Interior Designer
💡MA Interior Architecture and Design",Anonymous,05/17,233,37,"Manchester, England","Leni is ofcourse NPA 
#LENINPA
#BBMSARA2022
#SUREWIN
#HINDIKAMIBOBO",,"Tweet, Reply (comment)",11/04/22 21:47,https://drive.google.com/file/d/1GmyhpeItWCQWrBWWELriKsf_ZvtmCIPF/view?usp=share_link,Rational,0,2,0,0,,NEEDS CONTEXT,Claims with no evidence,Tweet is a reply to another tweet,Inquisitive-Lion,OK
34-227,30/03/2023 00:38:40,https://twitter.com/jmy_perez/status/1517408926643277824,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@jmy_perez,Jimmy Perez,"Been there, done that; enjoying the life of my years. Real name, real pic, firmly held beliefs or convictions in all my tweets Everything is black or white",Identified,11/14,4971,4278,"Pasig City, Philippines","Hoy Losers
Alam ba ninyo ito??","Hey Losers
Do you know this??","Tweet, Image",22/04/22 15:44,https://drive.google.com/file/d/1iCTi43q3CMecRphN05xVB0kWa-pWbU7N/view?usp=share_link,Rational,633,58,213,24,,FALSE,"Communist Party of the Philippines founder Jose Maria Sison is not advising the campaign of Vice President Leni Robredo despite a news report claiming that he is.

[https://www.philstar.com/headlines/2022/04/22/2176070/sison-no-talks-all-robredo-campaign/]",Tweet contains an image,Inquisitive-Lion,OK
34-228,30/03/2023 00:54:21,https://twitter.com/Jackrayperc/status/1517732977165230081,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@Jackrayperc,Jack,Corporate Professional,Anonymous,12/20,69,4,"NCR, Philippines",Lol NPA tlga mga dilwan at pinklawan... C cory nagpalaya da mga NPA n yan.. Which is kaya nag martial law dhil sa pagbomba ng mga terorista n yan... #leniNPA,Lol NPA are the dilwans and pinklawans... C cory released those NPAs.. Which is why they made martial law against the bombing of those terrorists... #leniNPA,"Tweet, Reply (comment)",23/04/2022 13:11,https://drive.google.com/file/d/1DKb9f-fH0aLP92xKmxq1Tl4_W2jREPyN/view?usp=share_link,Rational,0,0,0,0,,UNPROVEN,Claims with no evidence,Tweet is a reply to another tweet,Inquisitive-Lion,OK
34-229,30/03/2023 01:04:30,https://twitter.com/VictorMola12/status/1509060671727861763,34,"Enriquez, Justin Gabriel",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,#LeniNPA,@VictorMola12,Victor Mola,#isko,Anonymous,03/22,11,24,Unspecified,Endorsed because of the presence of NPA sa lugar. Takot ang mga mayors na yan na tirahin ng mga NPA pag di inendorso si Leni. #NoToLeniKiko2022 #LeniNPA,Endorsed because of the presence of NPA in the area. Those mayors are afraid that the NPAs will make them live if they don't endorse Leni. #NoToLeniKiko2022 #LeniNPA,"Tweet, Reply (comment)",30/03/22 14:51,https://drive.google.com/file/d/1eAzwOVbh1UK7nkEr9BZnjRFZ3FyzbWPj/view?usp=share_link,Rational,0,0,0,1,,FALSE,"Vice President Leni Robredo's spokesperson on Sunday stressed that attendees at a campaign rally in General Trias, Cavite on Friday were an organic crowd as a local congressman claimed that they were paid to be there. 

[https://www.philstar.com/headlines/2022/03/06/2165338/robredo-campaign-no-payments-no-ndf-involved-massive-cavite-rally/]",Tweet is a reply to another tweet,Pesky-Starfish,ok
34-230,29/03/23 20:19:06,https://twitter.com/callmealizia/status/1615506796889903104,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@callmealizia,AkoSiAlizia ✌👊💪,"mother of two grandmother to three, im no fan of commies but certainly a BBMSARA supporters👊✌
and to all the haters, deal with it.",Identified,12/19,962,992,"Dasmarinas, Calabarzon",Bkit nga ba mas pinili ko si BBM over ka leni simple lang ayaw ni BBM sa npa. Samantalang si leni npa p ang endorser nya.gets nyo?,,Text,01/18/23 8:30,,Rational,19,2,0,0,177,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Pesky-Starfish,ok
34-231,29/03/23 20:19:06,https://twitter.com/bbmsarabhl/status/1523294173838798849,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@bbmsarabhl,PBBM❤️VPS,,Anonymous,01/22,103,87,Unspecified,"from the very start, Joma endorsed Leni

NPA kasi",,"Text, Reply",05/08/22 21:30,,Rational,1,1,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Pesky-Starfish,ok
34-232,29/03/23 20:19:06,https://twitter.com/fisheye006/status/1619020019324837889,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@fisheye006,fish eye,"Before you speak - Listen.
Before you spend - Earn.
Before you quit - Try.
Before you write - Think. 
Before you die - Live. 
Be",Anonymous,01/23,243,42,Unspecified,Bakit kasali si leni?? NPA kasi sya.. Liberal party NPA.. ngayon sabihin mu sa akin bakit hindi kasali si leni..ayaw namin sa mga taong naniniwala sa kumunista..,,"Text, Reply",28/01/23 01:10,,"Rational
Emotional
",0,2,0,0,30,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Pesky-Starfish,ok
34-233,29/03/23 20:19:06,https://twitter.com/TelleAnoza/status/1524869728790908928,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@TelleAnoza,Tell,"
Thalassophile ✋
An Erys, A Syre 👍",Identified,05/22,34,35,Unspecified,Si leni npa walang alam sa batas,,"Text, Reply",13/05/22 05:50,,Rational,0,2,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Pesky-Starfish,ok
34-234,29/03/23 20:19:06,https://twitter.com/Mobile26988840/status/1524380846861430789,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@Mobile26988840,PinasTayo💚❤💚❤💚❤,Para sa pinas🇵🇭,Anonymous,04/22,12,5,Unspecified,"Edit pa more amp...😂😂😂
Basta no to Leni NPA kami 
Okay!!!
",,"Text, Reply",11/05/22 21:28,,Emotional,0,1,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-235,29/03/23 20:19:06,https://twitter.com/Snowy16C/status/1524120448375885825,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@Snowy16C,Let Leni Leave,shut up,Anonymous,11/21,29,3,Unspecified,"Eh bat puro martial law ? NPA Si Leni, NPA Sumira sa plano ni marcos sa di marahas na martial law.",,"Text, Reply",11/05/22 4:13,,Rational,0,1,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-236,29/03/23 20:19:06,https://twitter.com/SespeneRaymund/status/1588897180081098754,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@SespeneRaymund,John Sespeñe,Change for the Better,Identified,11/15,448,16,"Pasig City, National Capital R",Tama Lang binoto namen kasi si Leni NPA baka maging NORTH Korea PA Pilipinas,,"Text, Reply",05/11/22 20:13,,Rational,0,0,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-237,29/03/23 20:19:06,https://twitter.com/PbbmSupporter/status/1566268459411206144,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@PbbmSupporter,Leni Lutang,Loyalist,Anonymous,06/22,16,3,Unspecified,"Hahahah iwan kuba bat ang bobo ng mga kakampwet ano na 
@lenirobredo
  marami nabang na recuit na mga bata. Marami nabang masisira ang kinabukasan dahil pinaggagawa nyo gusto sakupin ang bansa gagaka leni NPA pa",,"Text, Reply",04/09/22 11:34,,Emotional,0,0,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-238,29/03/23 20:19:06,https://twitter.com/MemaJokes0906/status/1529421520430256128,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@MemaJokes0906,M&R,It's boringgggg,Anonymous,11/21,40,5,Unspecified,Sorry. Di ligtas ang mga tao kay Leni. :) NPA Alliance pa siya. Lalo niya lang nilayo ang loob ng mga mamamayan.,,"Text, Reply",25/05/22 19:18,,Emotional,0,0,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-239,29/03/23 20:19:06,https://twitter.com/Eleksyon31/status/1504564092522360834,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@Eleksyon31,J. 🇵🇭,A Proud Kabagis | A Proud Filipino | Loyalista 3rd Gen| Agri | Economics | Health | Business |,Identified,10/21,358,611,Unspecified,"Mas masahol si Leni, NPA nasa Rally . Leni endorsed by NPA",,"Text, Reply, Image",18/03/22 05:03,,Emotional,1,0,1,1,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-240,29/03/23 20:19:06,https://twitter.com/Sattar121860/status/1461023759368810498,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@Sattar121860,Sattar,,Identified,01/21,247,25,"
South Caloocan City",Mahusay daw magtrabaho si Leni ano ba nagawa nya bilang VP? wala! kondi panay kontra sa mga projects ng President sa halip na tumulong naninira pa. San ka makakita ng VP na ganyan Only in the Philippines.  Leni NPA supporter!,,"Text, Reply",18/11/21 01:29,,Rational,1,3,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-241,29/03/23 20:19:06,https://twitter.com/PandabearCaryl/status/1504392131594493953,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@PandabearCaryl,Pandabear❤️,❤️💚Uniteam❤️💚,Identified,12/21,192,284,Unspecified,"Leody and Leni NPA for Joma 🤣🤣
uy hindi daw connectado sa NPA pero inendorsed.AHAHAHAHA. 

@lenirobredo
 
@kikopangilinan",,"Text, Reply, Image",17/05/22 17:40,,Emotional,1,0,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-242,29/03/23 20:19:06,https://twitter.com/MICHAELFUJIWAR8/status/1503680173291433986,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni komunista,@MICHAELFUJIWAR8,☯️ Yojimbo Sanjuro 用心棒三十郎,"☯️ solo motorcycle adventurer. Camping(rain-mud-sun-snow)  on the wild mountain tops,  I become one  with nature. ソロバイクアドベンチャー（雨-輝き-雪）。 野生の山頂でキャンプをし、自然と一体になります。",Identified,10/19,417,156,"Gods of Nature, Mt. Timbak",FYI. Live SMNI . Jong top CPP-NDF Mindanao surrenders and confirms Leni KOMUNISTA alliance.,,"Text, Quoted Tweet",15/03/22 18:31,,Rational,1,0,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-243,29/03/23 20:19:06,https://twitter.com/den07382845/status/1524122841066713088,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni komunista,@den07382845,den,i love my country,Anonymous,01/21,58,46,Unspecified,"@VargasTuesday
 girl anong dapat png hinayaangan sa isang 
@lenirobredo
 mas may utak kmi syo dahil alam nmin na boba ang isang leni Robredo alam nmin n disgrazia kay leni KOMUNISTA YAN PROTEKTOR NG DRUGLORD WALANG ALAM PROTEKTOR NG MGA OLIGARCHS MG ISIP K MUNA PUPPET SI LENI",,Text,11/05/22 4:22,,Emotional,0,0,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-244,29/03/23 20:19:06,https://twitter.com/RomeoKi82323204/status/1518888922918842370,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni cpp-npa-ndf,@RomeoKi82323204,Romeo King,Tell me more,Anonymous,03/22,38,10,Unspecified,Hindi na bago ang balita tungkol sa alyansang Leni-CPP-NPA-NDF. Kaya naman hindi na nakakagulat ang ibinunyag ng isang dating miyembro ng nasabing teroristang grupo na si Robredo ang kandidatong pambato at manok ng mga rebelde.,,"Text, Video",26/04/22 17:45,,Rational,11,0,8,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-245,29/03/23 20:19:06,https://twitter.com/juan_cruz_2014/status/1502089209611309061,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni terorista,@juan_cruz_2014,Juan Cruz,I want the Filipino people to suffer so that they will hate Marcos - Pres. Corazon C. Aquino,Anonymous,01/16,1096,1129,Unspecified,"At least may pakialam si Ping sa mga supporters ni Leni

Terorista kasi kinampihan ni Leni, baka jan mismo maghasik ng kaguluhan para ibintang sa kalaban",,"Text, Reply",11/03/22 21:09,,Emotional,1,1,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-246,29/03/23 20:19:06,https://twitter.com/yca008/status/1469508825762131970,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@yca008,Jenica Graza,"Pro-Duterte and Marcos
❤💚",Identified,08/15,247,156,Unspecified,"NPA po ang kalaban, na pinoprotektahan ni Leni. NPA ang pumapatay at nag nanakaw.",,"Text, Reply",11/12/21 11:26,,Rational,2,3,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-247,29/03/23 20:19:06,https://twitter.com/nekodame/status/1523933931304759296,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@nekodame,4 but FIVE 👑,All things are hard before it becomes easy.,Anonymous,02/10,204,1118,Unspecified,"we are only given the choices of:
BBM - son of Marcos
Leni - NPA supporter

so casted our votes to someone who will not prosper the NPAs.",,"Text, Reply",10/05/22 15:52,,Rational,0,3,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-248,29/03/23 20:19:06,https://twitter.com/Maripos19656429/status/1516064550147301381,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@Maripos19656429,Mariposa,Smile,Anonymous,10/21,219,246,Unspecified,Desperado na si Leni..npa at kumunista Ang gagawa ng gulo..kakampi nya mga yan mga hudas at sagabal sa pag unlad ng bansa mga utak sindikato.,,"Text, Image",18/04/22 20:42,,Emotional,0,0,0,0,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-249,31/03/23 11:50:00,https://twitter.com/smninews/status/1425760974506659847?s=46&t=mgKpBUVgJMjRaiMXWjulxQ,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@smninews,SMNI News,"We bring truth that matters
We are nation-builders
We are SMNI News",Media,03/20,784,85700,Makati City,"VP Leni Robredo, kabilang sa mga CPP-NPA lovers ayon kay Pastor Apollo C. Quiboloy 

Panoorin dito ang buong detalye:

https://bit.ly/2UgCi92",,"Text, Image, URL",21/08/21 18:08,,Rational,93,26,44,45,,,"VERA FILES FACT CHECK: Robredo DID NOT threaten chaos if she loses, has NO alliance with NPA

FALSE: Robredo is a member of CPP-NPA-NDF",,Exotic-Gazelle,ok
34-250,31/03/23 11:57:00,https://twitter.com/1_battousai/status/1447445803119747073?s=46&t=TAQFMaFYpkMUHBhKlwVYSA,34,"Tapia, Mikhaela",RBRD,Robredo's alleged allegiance with the CPP-NDA-NDF,leni npa,@1_battousai,Battōusāi 🇵🇭,My life. My choice. My problems. My mistakes. My lesson. |Moro|Mandirigma|Mindanao|Pro Pilipino|SanaolGirls,Identified,05/20,2389,5969,Unspecified,"VP Leni Robredo, kaalyado ng CPP-NPA-NDF-USEC BADOY",,"Text, Video",11/10/21 14:15,,Rational,123,9,53,6,,,"VERA FILES FACT CHECK: For the nth time, Badoy makes BASELESS claims on Robredo, partylists’ ‘ties’ with CPP-NPA-NDF",,Exotic-Gazelle,ok
